CaseTypeID,Name,Descr,RequestTypeID,IsEnabled,CalendarTypeID,ReportGroupingID,RegulatoryProcedureTypeID,DefaultPriorityCasePriorityTypeID,DefaultCaseRiskRatingRequired,DefaultCaseRiskRatingReferenceID,RegulatedItemInstantiationTypeID,RegulatoryInstrumentNumberPrefix,CaseTypeGroupVersionNumber,CaseTypeVersionNumber,CaseTypeVersionStatusID,DataSetID,CaseTypeModifiedBy,CaseTypeModifiedDate,ConcurrencyRowVersion,ManagementCommitteeReportTableTypeID,SpcTypeID,InterfaceBehaviourID,ReportGroupingLevelTwoID,ReportGroupingLevelThreeID
2991,National Variation Type II (60 day),National Variation Type II (60 day),13,1,2,11,4,3,1,5,2,VPA,54,7,3,1,83,36:10.1,0x0000000005DAAA7B,7,NULL,NULL,NULL,NULL
2992,National Variation Type II (90 Day),National Variation Type II (90 Day),13,1,2,11,4,3,1,5,2,VPA,67,7,3,1,83,36:19.5,0x0000000005DAAA84,7,NULL,NULL,NULL,NULL
2993,National Variation Worksharing (30 Day),National Variation Worksharing (30 Day),13,1,2,11,4,3,1,5,2,VPA,118,6,3,1,83,36:30.1,0x0000000006CD695B,7,NULL,NULL,NULL,NULL
2994,National Variation Worksharing (60 Day),National Variation Worksharing (60 Day),13,1,2,11,4,3,1,5,2,VPA,119,7,3,1,83,36:40.4,0x0000000006CD6992,7,NULL,NULL,NULL,NULL
2995,National Variation Worksharing (90 Day),National Variation Worksharing (90 Day),13,1,2,11,4,3,1,5,2,VPA,99,8,3,1,83,36:53.5,0x0000000006CD69B4,7,NULL,NULL,NULL,NULL
2996,New - National,New - National,6,1,2,5,4,3,1,NULL,1,VPA,26,17,3,1,83,37:07.4,0x0000000004C056E6,1,NULL,NULL,NULL,NULL
2997,New - PPA,New - PPA,6,1,2,5,4,3,1,5,1,PVPA,92,5,3,1,83,37:17.7,0x0000000006D6160E,1,NULL,NULL,NULL,NULL
2998,New - Homeopathic,New - Homeopathic,6,1,2,5,4,3,1,5,1,HoVR,31,7,3,1,83,37:34.9,0x0000000006D3A7BD,6,NULL,NULL,NULL,NULL
2999,Homeopathic Renewal,Homeopathic Renewal,8,1,2,10,4,3,1,5,2,HoVR,97,7,3,1,83,45:59.1,0x0000000006D61551,3,NULL,NULL,NULL,NULL
3000,Homeopathic Variation,Homeopathic Variation,13,1,2,11,4,3,1,5,2,HoVR,98,4,3,1,83,46:08.9,0x0000000006D6155A,7,NULL,NULL,NULL,NULL
3001,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,VPA,115,9,3,1,83,46:26.7,0x0000000005D96CF7,4,NULL,NULL,NULL,NULL
3002,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,15,3,1,83,46:35.2,0x0000000004D0A08D,4,NULL,NULL,NULL,NULL
3003,MR Variation Type IA as CMS,MR Variation Type IA as CMS,13,1,2,11,3,3,1,5,2,VPA,46,13,3,1,83,46:45.2,0x0000000005F91ED6,7,NULL,NULL,NULL,NULL
3004,MR Variation Type IA as RMS,MR Variation Type IA as RMS,13,1,2,11,3,3,1,5,2,VPA,48,13,3,1,83,46:54.5,0x0000000005F91F14,7,NULL,NULL,NULL,NULL
3005,MR Variation Type IA EXP as CMS,MR Variation Type IA EXP as CMS,13,1,2,11,3,3,1,5,2,VPA,112,12,3,1,83,47:02.9,0x0000000006CD6EB0,7,NULL,NULL,NULL,NULL
3006,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,VPA,29,14,3,1,83,47:16.3,0x000000000566EB34,7,NULL,NULL,NULL,NULL
3007,MR Variation Type IB as RMS,MR Variation Type IB as RMS,13,1,2,11,3,3,1,5,2,VPA,52,15,3,1,83,47:24.7,0x0000000006CD6F5C,7,NULL,NULL,NULL,NULL
3008,MR Variation Type IB EXP as CMS,MR Variation Type IB EXP as CMS,13,1,2,11,3,3,1,5,2,VPA,113,8,3,1,83,47:35.0,0x0000000005E9ACDB,7,NULL,NULL,NULL,NULL
3009,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,9,3,1,80,12:29.8,0x0000000004BC7762,7,NULL,NULL,NULL,NULL
3010,MR Variation Type II as CMS (30 day),MR Variation Type II as CMS (30 day),13,1,2,11,3,3,1,5,2,VPA,148,6,3,1,83,04:16.7,0x000000000534BC99,7,NULL,NULL,NULL,NULL
3011,MR Variation Type II as CMS (90 day),MR Variation Type II as CMS (90 day),13,1,2,11,3,3,1,5,2,VPA,100,9,3,1,83,04:30.3,0x0000000005337B12,7,NULL,NULL,NULL,NULL
3012,MR Variation Worksharing as RMS (90 day),MR Variation Worksharing as RMS (90 day),13,1,2,11,3,3,1,5,2,VPA,103,8,3,1,83,05:19.0,0x0000000006D614A3,7,NULL,NULL,NULL,NULL
3013,MR Variation Worksharing as RMS (60 day),MR Variation Worksharing as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,102,11,3,1,83,05:27.5,0x0000000006D61481,7,NULL,NULL,NULL,NULL
3014,MR Variation Worksharing as RMS (30 day),MR Variation Worksharing as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,101,10,3,1,83,05:36.7,0x0000000006D61461,7,NULL,NULL,NULL,NULL
3015,MR Variation Worksharing as CMS (90 day),MR Variation Worksharing as CMS (90 day),13,1,2,11,3,3,1,5,2,VPA,81,7,3,1,83,05:45.8,0x0000000006D61BFA,7,NULL,NULL,NULL,NULL
3016,MR Variation Worksharing as CMS (60 day),MR Variation Worksharing as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,80,11,3,1,83,05:54.8,0x0000000006484C44,7,NULL,NULL,NULL,NULL
3017,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,96,10,3,1,83,11:45.0,0x0000000005337952,7,NULL,NULL,NULL,NULL
3018,MR Variation Type II as RMS (30 day),MR Variation Type II as RMS (30 day),13,1,2,11,3,3,1,5,2,VPA,83,10,3,1,83,11:54.6,0x0000000006D61446,7,NULL,NULL,NULL,NULL
3019,MRL - Extension,MRL - Extension,6,1,2,5,3,3,1,5,1,,76,7,3,1,83,12:12.0,0x0000000006D6120A,7,NULL,NULL,NULL,NULL
3020,MRL - Modification,MRL - Modification,6,1,2,5,3,3,1,5,1,,77,7,3,1,83,12:22.2,0x0000000006D61224,7,NULL,NULL,NULL,NULL
3021,MRL - New,MRL - New,6,1,2,5,3,3,1,5,1,,73,5,3,1,83,12:32.5,0x0000000006D611F7,7,NULL,NULL,NULL,NULL
3022,National Renewal,National Renewal,8,1,2,10,4,3,1,5,2,VPA,120,7,3,1,83,12:43.5,0x000000000566ECBA,3,NULL,NULL,NULL,NULL
3023,National Variation Type IB,National Variation Type IB,13,1,2,11,4,3,1,5,2,VPA,66,9,3,1,83,12:56.8,0x000000000566EC4E,7,NULL,NULL,NULL,NULL
3024,New - Decentralised as CMS,New - Decentralised as CMS,6,1,2,5,2,1,1,5,1,VPA,107,11,3,1,83,13:45.7,0x0000000005F91DB0,2,NULL,NULL,NULL,NULL
3025,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,15,3,1,83,13:57.8,0x000000000566EDB9,2,NULL,NULL,NULL,NULL
3026,New - MR as CMS,New - MR as CMS,6,1,2,5,3,3,1,NULL,1,VPA,93,8,3,1,83,14:44.4,0x0000000005DA8A2E,2,NULL,NULL,NULL,NULL
3027,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,16,3,1,83,14:54.0,0x00000000059DD761,7,NULL,NULL,NULL,NULL
3028,Transfer,Transfer,12,1,2,13,50,3,1,5,2,VPA,34,15,3,1,90,40:51.0,0x0000000007BBBCAA,5,NULL,NULL,NULL,NULL
3029,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,10,3,1,80,19:21.1,0x0000000004BDC19D,7,NULL,NULL,NULL,NULL
3030,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,11,3,1,80,50:45.4,0x0000000004E0DABC,7,NULL,NULL,NULL,NULL
3031,New - National,New - National,6,1,2,5,4,3,1,NULL,1,VPA,26,18,3,1,80,17:49.7,0x0000000005387ED3,1,NULL,NULL,NULL,NULL
3032,PSUR - MR as RMS,PSUR - MR as RMS,10,1,2,9,3,3,1,5,2,VPA,9,8,3,1,80,25:39.1,0x0000000005DAA893,7,NULL,NULL,NULL,NULL
3033,PSUR as P-RMS,PSUR as P-RMS,10,1,2,9,3,3,1,5,2,VPA,110,6,3,1,80,07:29.2,0x0000000006D47F48,7,NULL,NULL,NULL,NULL
3034,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,16,3,1,69,22:41.2,0x00000000053372D9,4,NULL,NULL,NULL,NULL
3035,ASMF,ASMF,6,1,2,14,3,NULL,1,NULL,1,NULL,95,9,3,1,69,34:42.5,0x0000000004D4640D,7,NULL,NULL,NULL,NULL
3036,ASMF,ASMF,6,1,2,14,3,NULL,1,NULL,1,,95,10,2,1,69,22:47.3,0x0000000004D4640E,7,NULL,NULL,NULL,NULL
3037,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,12,3,1,80,38:13.7,0x0000000004F7A65E,7,NULL,NULL,NULL,NULL
3038,MR Variation Type II as RMS (60 day),MR Variation Type II as RMS (60 day),13,1,2,11,3,3,1,5,2,VPA,2,13,3,1,80,06:50.4,0x0000000006CCA704,7,NULL,NULL,NULL,NULL
3039,Centralised Renewal as Rapp,Centralised Renewal as Rapp,8,1,2,10,1,3,1,5,2,,125,5,3,1,80,43:01.1,0x00000000056FB7D0,7,NULL,NULL,NULL,NULL
3040,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,13,3,1,69,17:29.9,0x0000000005DA2313,7,NULL,NULL,NULL,NULL
3041,PSUR as P-CMS,PSUR as P-CMS,10,1,2,9,3,3,1,5,2,VPA,44,9,3,1,96,22:32.5,0x000000000507D907,7,NULL,NULL,NULL,NULL
3042,PSUR as P-CMS,PSUR as P-CMS,10,1,2,9,3,3,1,5,2,VPA,44,10,3,1,96,27:24.7,0x0000000006484CBF,7,NULL,NULL,NULL,NULL
3043,National Variation Type IA,National Variation Type IA,13,1,2,11,4,3,1,5,2,VPA,53,9,3,1,80,10:37.4,0x000000000566EC3F,7,NULL,NULL,NULL,NULL
3044,PSUR - MR as CMS,PSUR - MR as CMS,10,1,2,9,3,3,1,5,2,VPA,108,9,3,1,80,27:04.1,0x0000000006D481C3,7,NULL,NULL,NULL,NULL
3045,National Variation Type IA EXP,National Variation Type IA EXP,13,1,2,11,4,3,1,5,2,VPA,114,9,3,1,80,52:53.4,0x000000000566EC45,7,NULL,NULL,NULL,NULL
3046,Change of RMS,Change of RMS,12,1,2,14,3,NULL,1,NULL,2,VPA,164,1,3,1,80,34:18.0,0x000000000551CFA2,7,NULL,NULL,NULL,NULL
3047,New - Centralised as MS,New - Centralised as MS,6,1,2,5,1,3,1,5,1,,104,5,3,1,80,20:13.1,0x0000000006D481B7,7,NULL,NULL,NULL,NULL
3048,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,17,3,1,80,47:52.3,0x0000000005D9EEF3,4,NULL,NULL,NULL,NULL
3049,MR Variation Type II as CMS (30 day),MR Variation Type II as CMS (30 day),13,1,2,11,3,3,1,5,2,VPA,148,7,3,1,80,49:10.6,0x0000000006D48197,7,NULL,NULL,NULL,NULL
3050,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,96,11,3,1,80,41:32.0,0x000000000602F812,7,NULL,NULL,NULL,NULL
3051,MR Variation Type II as CMS (90 day),MR Variation Type II as CMS (90 day),13,1,2,11,3,3,1,5,2,VPA,100,10,3,1,80,12:19.0,0x000000000534BF8E,7,NULL,NULL,NULL,NULL
3052,MR Variation Type II as CMS (90 day),MR Variation Type II as CMS (90 day),13,1,2,11,3,3,1,5,2,VPA,100,11,3,1,80,00:46.3,0x0000000006D481A8,7,NULL,NULL,NULL,NULL
3053,New - National,New - National,6,1,2,5,4,3,1,NULL,1,VPA,26,19,3,1,69,29:51.4,0x0000000006D61C03,1,NULL,NULL,NULL,NULL
3054,Change of RMS,Change of RMS,12,1,2,14,3,NULL,1,NULL,2,VPA,164,2,3,1,80,38:48.5,0x000000000551D0FC,7,NULL,NULL,NULL,NULL
3055,Change of RMS,Change of RMS,12,1,2,14,3,NULL,1,NULL,2,VPA,164,3,3,1,80,02:15.7,0x000000000551D15D,7,NULL,NULL,NULL,NULL
3056,Change of RMS,Change of RMS,13,1,2,14,3,NULL,1,NULL,2,VPA,164,4,3,1,80,23:26.2,0x000000000551D301,7,NULL,NULL,NULL,NULL
3057,Change of RMS,Change of RMS,13,1,2,14,3,NULL,1,NULL,2,VPA,164,5,3,1,80,35:25.2,0x0000000006D4818A,7,NULL,NULL,NULL,NULL
3058,Batch Specific Request,Batch Specific Request,13,1,2,4,3,1,1,5,2,VPA,45,8,3,1,90,34:15.0,0x000000000566EAB4,7,NULL,NULL,NULL,NULL
3059,Cent Variation Type II as Rapp (30 day),Cent Variation Type II as Rapp (30 day),13,1,2,11,1,3,1,5,2,,85,5,3,1,90,58:58.6,0x0000000005646053,7,NULL,NULL,NULL,NULL
3060,Cent Variation Type II as Rapp (30 day),Cent Variation Type II as Rapp (30 day),13,1,2,11,1,3,1,5,2,,85,6,3,1,90,25:27.5,0x0000000006D4843E,7,NULL,NULL,NULL,NULL
3061,Cent Variation Type II as Co-rapp (30 day),Cent Variation Type II as Co-rapp (30 day),13,1,2,11,1,3,1,5,2,,87,4,3,1,90,09:15.8,0x0000000006D3A66D,7,NULL,NULL,NULL,NULL
3062,Cent Variation Type II as Rapp (90 day),Cent Variation Type II as Rapp (90 day),13,1,2,11,1,3,1,5,2,,90,5,3,1,90,10:11.4,0x0000000006D4845B,7,NULL,NULL,NULL,NULL
3063,Cent Variation Type II as Co-rapp (60 day),Cent Variation Type II as Co-rapp (60 day),13,1,2,11,1,3,1,5,2,,88,4,3,1,90,32:28.2,0x0000000006D3A6D0,7,NULL,NULL,NULL,NULL
3064,Batch Specific Request,Batch Specific Request,13,1,2,4,3,1,1,5,2,VPA,45,9,2,1,96,32:18.5,0x000000000566EAB5,7,NULL,NULL,NULL,NULL
3065,MR Variation Type IB as CMS,MR Variation Type IB as CMS,13,1,2,11,3,3,1,5,2,VPA,29,15,3,1,96,35:49.1,0x0000000006E21D77,7,NULL,NULL,NULL,NULL
3066,National Variation Type IA,National Variation Type IA,13,1,2,11,4,3,1,5,2,VPA,53,10,3,1,96,38:20.7,0x0000000005DA8F8E,7,NULL,NULL,NULL,NULL
3067,National Variation Type IA EXP,National Variation Type IA EXP,13,1,2,11,4,3,1,5,2,VPA,114,10,3,1,96,39:11.8,0x0000000005DA94FE,7,NULL,NULL,NULL,NULL
3068,National Variation Type IB,National Variation Type IB,13,1,2,11,4,3,1,5,2,VPA,66,10,3,1,96,40:20.1,0x0000000005DA630F,7,NULL,NULL,NULL,NULL
3069,National Renewal,National Renewal,8,1,2,10,4,3,1,5,2,VPA,120,8,3,1,96,42:17.3,0x00000000071787EA,3,NULL,NULL,NULL,NULL
3070,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,16,3,1,96,47:12.2,0x0000000005F91DCC,2,NULL,NULL,NULL,NULL
3071,Clinical Trial,Clinical Trial,6,1,2,5,4,3,1,5,1,CT,70,12,3,1,80,15:59.3,0x0000000006D3A5DA,8,NULL,NULL,NULL,NULL
3072,Centralised Renewal as Rapp,Centralised Renewal as Rapp,8,1,2,10,1,3,1,5,2,,125,6,3,1,80,23:20.7,0x0000000006D4860D,7,NULL,NULL,NULL,NULL
3073,Data Rework,Data Rework,13,1,2,14,3,3,1,5,2,VPA,111,4,3,1,90,19:28.8,0x0000000006D48612,7,NULL,NULL,NULL,NULL
3074,Cent Variation Type II as Co-rapp (90 day),Cent Variation Type II as Co-rapp (90 day),13,1,2,11,1,3,1,5,2,,89,4,3,1,90,08:04.0,0x0000000006D3A745,7,NULL,NULL,NULL,NULL
3075,MR Variation Worksharing as CMS (30 day),MR Variation Worksharing as CMS (30 day),13,1,2,11,3,3,1,5,2,VPA,126,7,3,1,96,36:01.0,0x00000000075FB259,7,NULL,NULL,NULL,NULL
3076,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,1,VPA,28,17,3,1,83,54:05.4,0x00000000060BCA06,7,NULL,NULL,NULL,NULL
3077,Follow-up measure,Follow-up measure,10,1,2,4,50,3,1,5,2,,72,9,3,1,90,54:37.9,0x0000000006D6102F,7,NULL,NULL,NULL,NULL
3078,MR Repeat Use as RMS,MR Repeat Use as RMS,6,1,2,5,3,3,1,5,2,VPA,105,14,2,1,96,34:23.1,0x0000000005DA2314,7,NULL,NULL,NULL,NULL
3079,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,VPA,115,10,3,1,96,29:45.2,0x0000000006EC49F8,4,NULL,NULL,NULL,NULL
3080,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,18,3,1,96,31:57.0,0x0000000005E8634D,4,NULL,NULL,NULL,NULL
3081,MR Repeat Use as CMS,MR Repeat Use as CMS,6,1,2,5,3,3,1,5,2,VPA,128,11,2,1,96,32:47.6,0x0000000005DA14B0,7,NULL,NULL,NULL,NULL
3082,New - MR as CMS,New - MR as CMS,6,1,2,5,3,3,1,NULL,1,VPA,93,9,3,1,96,39:36.4,0x00000000065376A3,2,NULL,NULL,NULL,NULL
3083,PSUR - MR as RMS,PSUR - MR as RMS,10,1,2,9,3,3,1,5,2,VPA,9,9,3,1,96,41:05.2,0x00000000060BD0E4,7,NULL,NULL,NULL,NULL
3084,National Variation Type IA,National Variation Type IA,13,1,2,11,4,3,1,5,2,VPA,53,11,2,1,96,37:12.0,0x0000000005DA8F8F,7,NULL,NULL,NULL,NULL
3085,National Variation Type IA EXP,National Variation Type IA EXP,13,1,2,11,4,3,1,5,2,VPA,114,11,2,1,96,37:21.3,0x0000000005DA94FF,7,NULL,NULL,NULL,NULL
3086,National Variation Type IB,National Variation Type IB,13,1,2,11,4,3,1,5,2,VPA,66,11,3,1,96,37:29.7,0x00000000068A4114,7,NULL,NULL,NULL,NULL
3087,National Variation Type II (30 Day),National Variation Type II (30 Day),13,1,2,11,4,3,1,5,2,VPA,68,8,2,1,96,43:23.2,0x0000000005DAAA72,7,NULL,NULL,NULL,NULL
3088,National Variation Type II (60 day),National Variation Type II (60 day),13,1,2,11,4,3,1,5,2,VPA,54,8,3,1,96,44:28.7,0x0000000007178933,7,NULL,NULL,NULL,NULL
3089,National Variation Type II (90 Day),National Variation Type II (90 Day),13,1,2,11,4,3,1,5,2,VPA,67,8,2,1,96,45:22.2,0x0000000005DAAA85,7,NULL,NULL,NULL,NULL
3090,MR Renewal as RMS,MR Renewal as RMS,8,1,2,10,3,3,1,5,2,VPA,35,19,2,1,90,08:40.1,0x0000000005E8634E,4,NULL,NULL,NULL,NULL
3091,MR Variation Type IB EXP as CMS,MR Variation Type IB EXP as CMS,13,1,2,11,3,3,1,5,2,VPA,113,9,3,1,96,22:27.6,0x0000000006C69B0D,7,NULL,NULL,NULL,NULL
3092,New - Decentralised as RMS,New - Decentralised as RMS,6,1,2,5,2,3,1,5,1,VPA,40,17,2,1,80,03:26.2,0x0000000005F91DCD,2,NULL,NULL,NULL,NULL
3093,New - Decentralised as CMS,New - Decentralised as CMS,6,1,2,5,2,1,1,5,1,VPA,107,12,3,1,80,55:51.9,0x0000000006CCA635,2,NULL,NULL,NULL,NULL
3094,MR Variation Type IA as RMS,MR Variation Type IA as RMS,13,1,2,11,3,3,1,5,2,VPA,48,14,3,1,80,05:28.2,0x0000000006D61046,7,NULL,NULL,NULL,NULL
3095,MR Variation Type IA as CMS,MR Variation Type IA as CMS,13,1,2,11,3,3,1,5,2,VPA,46,14,3,1,80,14:09.6,0x0000000006D61052,7,NULL,NULL,NULL,NULL
3096,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,96,12,3,1,80,22:38.7,0x0000000006E83365,7,NULL,NULL,NULL,NULL
3097,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,18,3,1,69,45:42.3,0x00000000060BD1AC,7,NULL,NULL,NULL,NULL
3098,PSUR - MR as RMS,PSUR - MR as RMS,10,1,2,9,3,3,1,5,2,VPA,9,10,3,1,90,44:39.0,0x0000000007610742,7,NULL,NULL,NULL,NULL
3099,New - MR as RMS,New - MR as RMS,6,1,2,5,3,3,1,NULL,2,VPA,28,19,3,1,90,54:54.0,0x0000000006CD7060,7,NULL,NULL,NULL,NULL
3100,MR Variation Worksharing as CMS (60 day),MR Variation Worksharing as CMS (60 day),13,1,2,11,3,3,1,5,2,VPA,80,12,3,1,90,23:06.5,0x0000000006D61061,7,NULL,NULL,NULL,NULL
3101,MR Variation Worksharing as CMS (30 day),MR Variation Worksharing as CMS (30 day),13,1,2,11,3,3,1,5,2,VPA,126,8,2,1,80,41:49.2,0x00000000075FB25A,7,NULL,NULL,NULL,NULL
3102,MR Variation Worksharing as CMS (90 day),MR Variation Worksharing as CMS (90 day),13,1,2,11,3,3,1,5,2,VPA,81,8,2,1,96,08:59.8,0x0000000006D61BFB,7,NULL,NULL,NULL,NULL
3103,MR Variation Type 1B as CMS Exp,MR Variation Type 1B as CMS Exp,13,1,2,11,3,3,1,5,2,PA,165,1,3,5,289,03:54.6,0x00000000075FB712,7,NULL,NULL,NULL,NULL
3104,MR Variation Type II as CMS (60 day),MR Variation Type II as CMS (60 day),13,1,2,11,3,3,1,5,2,PA,166,1,3,5,281,55:56.0,0x000000000764FCAE,7,NULL,NULL,NULL,NULL
3105,New DCP as CMS,New DCP as CMS,6,1,2,5,2,1,1,5,1,PA,167,1,3,5,294,50:30.9,0x00000000075FC373,10,NULL,NULL,NULL,NULL
3106,PSUSA as MS,PSUSA as MS,10,1,2,9,50,NULL,1,NULL,2,NULL,168,1,2,5,408,02:01.4,0x0000000007028E1E,7,NULL,NULL,NULL,NULL
3107,PASS Protocol as PRAC MS/CMS,PASS Protocol as PRAC MS/CMS,10,1,2,-999,50,NULL,1,NULL,2,NULL,169,1,2,5,289,42:17.2,0x000000000712EEB3,7,NULL,NULL,NULL,NULL
3108,MR Renewal as CMS,MR Renewal as CMS,8,1,2,10,3,3,1,5,2,PA,170,1,3,5,281,59:15.2,0x00000000075FC1E9,12,NULL,NULL,NULL,NULL
3109,ASMF,ASMF,6,1,2,14,3,NULL,1,NULL,1,NULL,171,1,3,5,69,19:36.2,0x00000000078D5541,7,NULL,NULL,NULL,NULL
3110,MR Variation Type 1A as CMS Exp,MR Variation Type 1A as CMS Exp,13,1,2,11,3,3,1,NULL,2,PA,172,1,3,5,281,22:04.8,0x00000000075FBBFF,7,NULL,NULL,NULL,NULL
3111,CT DSUR,CT DSUR,6,1,2,14,4,NULL,1,NULL,2,CT,173,1,3,5,294,39:09.8,0x00000000075FB9FF,7,NULL,NULL,NULL,NULL
3112,Homeopathic Variation Type IB,Homeopathic Variation Type IB,13,1,2,11,4,3,1,5,2,HOR,174,1,3,5,289,07:36.1,0x0000000007610B3B,7,NULL,NULL,NULL,NULL
3113,National Variation Type IB,National Variation Type IB,13,1,2,11,4,3,1,5,2,PA,175,1,2,5,289,54:53.9,0x000000000702A45B,7,NULL,NULL,NULL,NULL
3114,MR Variation Type 1B as CMS,MR Variation Type 1B as CMS,13,1,2,11,3,3,1,5,2,PA,176,1,3,5,289,03:05.8,0x00000000075FC184,7,NULL,NULL,NULL,NULL
3115,CT Amendment,CT Amendment,13,1,2,14,4,NULL,1,NULL,2,CT,177,1,3,5,289,35:48.3,0x000000000764F67F,7,NULL,NULL,NULL,NULL
3116,New National,New National,6,1,2,5,4,1,1,5,1,PA,178,1,3,5,408,01:59.6,0x00000000075FC2F0,9,NULL,NULL,NULL,NULL
3117,New CAP as MS,New CAP as MS,6,1,2,5,1,1,1,5,1,NULL,179,1,3,5,289,47:06.0,0x0000000007639577,7,NULL,NULL,NULL,NULL
3118,MR Worksharing Variation as CMS,MR Worksharing Variation as CMS,13,1,2,11,3,NULL,1,NULL,2,PA,180,1,3,5,281,02:09.0,0x000000000764FD06,7,NULL,NULL,NULL,NULL
3119,CAP Variation Type II as MS (60 Day),CAP Variation Type II as MS (60 Day),13,1,2,11,1,NULL,1,NULL,2,NULL,181,1,3,5,96,28:38.5,0x0000000006FE6D32,7,NULL,NULL,NULL,NULL
3120,New Herbal,New Herbal,6,1,2,5,50,1,1,5,1,TR,182,1,3,5,294,25:22.6,0x000000000763A459,15,NULL,NULL,NULL,NULL
3121,Fix Case,Fix Case,10,1,2,-999,50,NULL,1,NULL,2,NULL,183,1,3,5,96,04:40.1,0x000000000764AD81,7,NULL,NULL,NULL,NULL
3122,PSUR Non-EU Single Assessment as MS,PSUR Non-EU Single Assessment as MS,10,1,2,9,50,NULL,1,NULL,2,NULL,184,1,2,5,289,51:31.7,0x0000000006FE6DCE,7,NULL,NULL,NULL,NULL
3123,PSUR Non-EU Single Assessment National,PSUR Non-EU Single Assessment National,10,1,2,9,4,NULL,1,NULL,2,NULL,185,1,2,5,408,10:15.7,0x0000000006FE6DCF,7,NULL,NULL,NULL,NULL
3124,Marketing Status Notification ,Marketing Status Notification ,10,1,2,4,50,NULL,1,NULL,2,PA,186,1,3,5,96,09:16.0,0x0000000007610E65,7,NULL,NULL,NULL,NULL
3125,Prescription Status,Prescription Status,10,1,2,-999,50,NULL,1,NULL,2,PA,187,1,3,5,294,40:53.7,0x000000000763A747,7,NULL,NULL,NULL,NULL
3126,OCABR 8 Day Waiver ,OCABR 8 Day Waiver ,10,1,2,4,50,NULL,1,NULL,2,PA,188,1,3,5,294,35:38.7,0x000000000763A71A,7,NULL,NULL,NULL,NULL
3127,New CT,New CT,6,1,2,5,50,NULL,1,NULL,1,CT,189,1,3,5,294,05:11.8,0x0000000007610615,7,NULL,NULL,NULL,NULL
3128,CT End of Trial Declaration,CT End of Trial Declaration,6,1,2,14,4,NULL,1,NULL,2,CT,190,1,3,5,294,39:59.4,0x000000000764F68B,7,NULL,NULL,NULL,NULL
3129,CT General Activity,CT General Activity,6,1,2,14,50,NULL,1,NULL,2,CT,191,1,3,5,294,41:14.4,0x000000000764F6A4,7,NULL,NULL,NULL,NULL
3130,PSUR as P-CMS,PSUR as P-CMS,10,1,2,9,3,3,1,5,2,VPA,44,11,3,1,90,33:52.3,0x0000000006D6106F,7,NULL,NULL,NULL,NULL
3131,New - Centralised as Rapp,New - Centralised as Rapp,6,1,2,5,1,3,1,5,1,,32,7,3,1,90,39:39.4,0x0000000006D3AAF7,7,NULL,NULL,NULL,NULL
3132,New - MR as CMS,New - MR as CMS,6,1,2,5,3,3,1,NULL,1,VPA,93,10,2,1,90,48:46.8,0x00000000065376A4,2,NULL,NULL,NULL,NULL
3133,Cent Variation Type IA as Rapp,Cent Variation Type IA as Rapp,13,1,2,11,1,3,1,5,2,,84,5,3,1,90,12:14.9,0x0000000006574286,7,NULL,NULL,NULL,NULL
3134,Cent Variation Type IB as Rapp,Cent Variation Type IB as Rapp,13,1,2,11,1,3,1,5,2,,49,5,2,1,96,09:55.8,0x0000000006D61BF5,7,NULL,NULL,NULL,NULL
